x,y,polygon_id
143,93,1
144,93,1
145,93,1
128,94,1
129,94,1
130,94,1
131,94,1
132,94,1
133,94,1
134,94,1
135,94,1
136,94,1
137,94,1
138,94,1
139,94,1
140,94,1
141,94,1
142,94,1
143,94,1
144,94,1
145,94,1
146,94,1
128,95,1
129,95,1
130,95,1
131,95,1
132,95,1
133,95,1
134,95,1
135,95,1
136,95,1
137,95,1
138,95,1
139,95,1
140,95,1
141,95,1
142,95,1
143,95,1
144,95,1
145,95,1
146,95,1
128,96,1
129,96,1
130,96,1
131,96,1
132,96,1
133,96,1
134,96,1
135,96,1
136,96,1
137,96,1
138,96,1
139,96,1
140,96,1
141,96,1
142,96,1
143,96,1
144,96,1
145,96,1
146,96,1
127,97,1
128,97,1
129,97,1
130,97,1
131,97,1
132,97,1
133,97,1
134,97,1
135,97,1
136,97,1
137,97,1
138,97,1
139,97,1
140,97,1
141,97,1
142,97,1
143,97,1
144,97,1
145,97,1
146,97,1
147,97,1
127,98,1
128,98,1
129,98,1
130,98,1
131,98,1
132,98,1
133,98,1
134,98,1
135,98,1
136,98,1
137,98,1
138,98,1
139,98,1
140,98,1
141,98,1
142,98,1
143,98,1
144,98,1
145,98,1
146,98,1
147,98,1
127,99,1
128,99,1
129,99,1
130,99,1
131,99,1
132,99,1
133,99,1
134,99,1
135,99,1
136,99,1
137,99,1
138,99,1
139,99,1
140,99,1
141,99,1
142,99,1
143,99,1
144,99,1
145,99,1
146,99,1
147,99,1
126,100,1
127,100,1
128,100,1
129,100,1
130,100,1
131,100,1
132,100,1
133,100,1
134,100,1
135,100,1
136,100,1
137,100,1
138,100,1
139,100,1
140,100,1
141,100,1
142,100,1
143,100,1
144,100,1
145,100,1
146,100,1
147,100,1
148,100,1
126,101,1
127,101,1
128,101,1
129,101,1
130,101,1
131,101,1
132,101,1
133,101,1
134,101,1
135,101,1
136,101,1
137,101,1
138,101,1
139,101,1
140,101,1
141,101,1
142,101,1
143,101,1
144,101,1
145,101,1
146,101,1
147,101,1
148,101,1
126,102,1
127,102,1
128,102,1
129,102,1
130,102,1
131,102,1
132,102,1
133,102,1
134,102,1
135,102,1
136,102,1
137,102,1
138,102,1
139,102,1
140,102,1
141,102,1
142,102,1
143,102,1
144,102,1
145,102,1
146,102,1
147,102,1
148,102,1
125,103,1
126,103,1
127,103,1
128,103,1
129,103,1
130,103,1
131,103,1
132,103,1
133,103,1
134,103,1
135,103,1
136,103,1
137,103,1
138,103,1
139,103,1
140,103,1
141,103,1
142,103,1
143,103,1
144,103,1
145,103,1
146,103,1
147,103,1
148,103,1
149,103,1
125,104,1
126,104,1
127,104,1
128,104,1
129,104,1
130,104,1
131,104,1
132,104,1
133,104,1
134,104,1
135,104,1
136,104,1
137,104,1
138,104,1
139,104,1
140,104,1
141,104,1
142,104,1
143,104,1
144,104,1
145,104,1
146,104,1
147,104,1
148,104,1
149,104,1
125,105,1
126,105,1
127,105,1
128,105,1
129,105,1
130,105,1
131,105,1
132,105,1
133,105,1
134,105,1
135,105,1
136,105,1
137,105,1
138,105,1
139,105,1
140,105,1
141,105,1
142,105,1
143,105,1
144,105,1
145,105,1
146,105,1
147,105,1
148,105,1
149,105,1
124,106,1
125,106,1
126,106,1
127,106,1
128,106,1
129,106,1
130,106,1
131,106,1
132,106,1
133,106,1
134,106,1
135,106,1
136,106,1
137,106,1
138,106,1
139,106,1
140,106,1
141,106,1
142,106,1
143,106,1
144,106,1
145,106,1
146,106,1
147,106,1
148,106,1
149,106,1
150,106,1
124,107,1
125,107,1
126,107,1
127,107,1
128,107,1
129,107,1
130,107,1
131,107,1
132,107,1
133,107,1
134,107,1
135,107,1
136,107,1
137,107,1
138,107,1
139,107,1
140,107,1
141,107,1
142,107,1
143,107,1
144,107,1
145,107,1
146,107,1
147,107,1
148,107,1
149,107,1
150,107,1
124,108,1
125,108,1
126,108,1
127,108,1
128,108,1
129,108,1
130,108,1
131,108,1
132,108,1
133,108,1
134,108,1
135,108,1
136,108,1
137,108,1
138,108,1
139,108,1
140,108,1
141,108,1
142,108,1
143,108,1
144,108,1
145,108,1
146,108,1
147,108,1
148,108,1
149,108,1
150,108,1
124,109,1
125,109,1
126,109,1
127,109,1
128,109,1
129,109,1
130,109,1
131,109,1
132,109,1
133,109,1
134,109,1
135,109,1
136,109,1
137,109,1
138,109,1
139,109,1
140,109,1
141,109,1
142,109,1
143,109,1
144,109,1
145,109,1
146,109,1
147,109,1
148,109,1
149,109,1
150,109,1
151,109,1
123,110,1
124,110,1
125,110,1
126,110,1
127,110,1
128,110,1
129,110,1
130,110,1
131,110,1
132,110,1
133,110,1
134,110,1
135,110,1
136,110,1
137,110,1
138,110,1
139,110,1
140,110,1
141,110,1
142,110,1
143,110,1
144,110,1
145,110,1
146,110,1
147,110,1
148,110,1
149,110,1
150,110,1
151,110,1
123,111,1
124,111,1
125,111,1
126,111,1
127,111,1
128,111,1
129,111,1
130,111,1
131,111,1
132,111,1
133,111,1
134,111,1
135,111,1
136,111,1
137,111,1
138,111,1
139,111,1
140,111,1
141,111,1
142,111,1
143,111,1
144,111,1
145,111,1
146,111,1
147,111,1
148,111,1
149,111,1
150,111,1
151,111,1
123,112,1
124,112,1
125,112,1
126,112,1
127,112,1
128,112,1
129,112,1
130,112,1
131,112,1
132,112,1
133,112,1
134,112,1
135,112,1
136,112,1
137,112,1
138,112,1
139,112,1
140,112,1
141,112,1
142,112,1
143,112,1
144,112,1
145,112,1
146,112,1
147,112,1
148,112,1
149,112,1
150,112,1
151,112,1
152,112,1
122,113,1
123,113,1
124,113,1
125,113,1
126,113,1
127,113,1
128,113,1
129,113,1
130,113,1
131,113,1
132,113,1
133,113,1
134,113,1
135,113,1
136,113,1
137,113,1
138,113,1
139,113,1
140,113,1
141,113,1
142,113,1
143,113,1
144,113,1
145,113,1
146,113,1
147,113,1
148,113,1
149,113,1
150,113,1
151,113,1
152,113,1
122,114,1
123,114,1
124,114,1
125,114,1
126,114,1
127,114,1
128,114,1
129,114,1
130,114,1
131,114,1
132,114,1
133,114,1
134,114,1
135,114,1
136,114,1
137,114,1
138,114,1
139,114,1
140,114,1
141,114,1
142,114,1
143,114,1
144,114,1
145,114,1
146,114,1
147,114,1
148,114,1
149,114,1
150,114,1
151,114,1
152,114,1
122,115,1
123,115,1
124,115,1
125,115,1
126,115,1
127,115,1
128,115,1
129,115,1
130,115,1
131,115,1
132,115,1
133,115,1
134,115,1
135,115,1
136,115,1
137,115,1
138,115,1
139,115,1
140,115,1
141,115,1
142,115,1
143,115,1
144,115,1
145,115,1
146,115,1
147,115,1
148,115,1
149,115,1
150,115,1
151,115,1
152,115,1
153,115,1
121,116,1
122,116,1
123,116,1
124,116,1
125,116,1
126,116,1
127,116,1
128,116,1
129,116,1
130,116,1
131,116,1
132,116,1
133,116,1
134,116,1
135,116,1
136,116,1
137,116,1
138,116,1
139,116,1
140,116,1
141,116,1
142,116,1
143,116,1
144,116,1
145,116,1
146,116,1
147,116,1
148,116,1
149,116,1
150,116,1
151,116,1
152,116,1
153,116,1
121,117,1
122,117,1
123,117,1
124,117,1
125,117,1
126,117,1
127,117,1
128,117,1
129,117,1
130,117,1
131,117,1
132,117,1
133,117,1
134,117,1
135,117,1
136,117,1
137,117,1
138,117,1
139,117,1
140,117,1
141,117,1
142,117,1
143,117,1
144,117,1
145,117,1
146,117,1
147,117,1
148,117,1
149,117,1
150,117,1
151,117,1
152,117,1
153,117,1
121,118,1
122,118,1
123,118,1
124,118,1
125,118,1
126,118,1
127,118,1
128,118,1
129,118,1
130,118,1
131,118,1
132,118,1
133,118,1
134,118,1
135,118,1
136,118,1
137,118,1
138,118,1
139,118,1
140,118,1
141,118,1
142,118,1
143,118,1
144,118,1
145,118,1
146,118,1
147,118,1
148,118,1
149,118,1
150,118,1
151,118,1
152,118,1
153,118,1
154,118,1
120,119,1
121,119,1
122,119,1
123,119,1
124,119,1
125,119,1
126,119,1
127,119,1
128,119,1
129,119,1
130,119,1
131,119,1
132,119,1
133,119,1
134,119,1
135,119,1
136,119,1
137,119,1
138,119,1
139,119,1
140,119,1
141,119,1
142,119,1
143,119,1
144,119,1
145,119,1
146,119,1
147,119,1
148,119,1
149,119,1
150,119,1
151,119,1
152,119,1
153,119,1
154,119,1
120,120,1
121,120,1
122,120,1
123,120,1
124,120,1
125,120,1
126,120,1
127,120,1
128,120,1
129,120,1
130,120,1
131,120,1
132,120,1
133,120,1
134,120,1
135,120,1
136,120,1
137,120,1
138,120,1
139,120,1
140,120,1
141,120,1
142,120,1
143,120,1
144,120,1
145,120,1
146,120,1
147,120,1
148,120,1
149,120,1
150,120,1
151,120,1
152,120,1
153,120,1
154,120,1
120,121,1
121,121,1
122,121,1
123,121,1
124,121,1
125,121,1
126,121,1
127,121,1
128,121,1
129,121,1
130,121,1
131,121,1
132,121,1
133,121,1
134,121,1
135,121,1
136,121,1
137,121,1
138,121,1
139,121,1
140,121,1
141,121,1
142,121,1
143,121,1
144,121,1
145,121,1
146,121,1
147,121,1
148,121,1
149,121,1
150,121,1
151,121,1
152,121,1
153,121,1
154,121,1
155,121,1
119,122,1
120,122,1
121,122,1
122,122,1
123,122,1
124,122,1
125,122,1
126,122,1
127,122,1
128,122,1
129,122,1
130,122,1
131,122,1
132,122,1
133,122,1
134,122,1
135,122,1
136,122,1
137,122,1
138,122,1
139,122,1
140,122,1
141,122,1
142,122,1
143,122,1
144,122,1
145,122,1
146,122,1
147,122,1
148,122,1
149,122,1
150,122,1
151,122,1
152,122,1
153,122,1
154,122,1
155,122,1
119,123,1
120,123,1
121,123,1
122,123,1
123,123,1
124,123,1
125,123,1
126,123,1
127,123,1
128,123,1
129,123,1
130,123,1
131,123,1
132,123,1
133,123,1
134,123,1
135,123,1
136,123,1
137,123,1
138,123,1
139,123,1
140,123,1
141,123,1
142,123,1
143,123,1
144,123,1
145,123,1
146,123,1
147,123,1
148,123,1
149,123,1
150,123,1
151,123,1
152,123,1
153,123,1
154,123,1
155,123,1
119,124,1
120,124,1
121,124,1
122,124,1
123,124,1
124,124,1
125,124,1
126,124,1
127,124,1
128,124,1
129,124,1
130,124,1
131,124,1
132,124,1
133,124,1
134,124,1
135,124,1
136,124,1
137,124,1
138,124,1
139,124,1
140,124,1
141,124,1
142,124,1
143,124,1
144,124,1
145,124,1
146,124,1
147,124,1
148,124,1
149,124,1
150,124,1
151,124,1
152,124,1
153,124,1
154,124,1
155,124,1
156,124,1
118,125,1
119,125,1
120,125,1
121,125,1
122,125,1
123,125,1
124,125,1
125,125,1
126,125,1
127,125,1
128,125,1
129,125,1
130,125,1
131,125,1
132,125,1
133,125,1
134,125,1
135,125,1
136,125,1
137,125,1
138,125,1
139,125,1
140,125,1
141,125,1
142,125,1
143,125,1
144,125,1
145,125,1
146,125,1
147,125,1
148,125,1
149,125,1
150,125,1
151,125,1
152,125,1
153,125,1
154,125,1
155,125,1
156,125,1
118,126,1
119,126,1
120,126,1
121,126,1
122,126,1
123,126,1
124,126,1
125,126,1
126,126,1
127,126,1
128,126,1
129,126,1
130,126,1
131,126,1
132,126,1
133,126,1
134,126,1
135,126,1
136,126,1
137,126,1
138,126,1
139,126,1
140,126,1
141,126,1
142,126,1
143,126,1
144,126,1
145,126,1
146,126,1
147,126,1
148,126,1
149,126,1
150,126,1
151,126,1
152,126,1
153,126,1
154,126,1
155,126,1
156,126,1
118,127,1
119,127,1
120,127,1
121,127,1
122,127,1
123,127,1
124,127,1
125,127,1
126,127,1
127,127,1
128,127,1
129,127,1
130,127,1
131,127,1
132,127,1
133,127,1
134,127,1
135,127,1
136,127,1
137,127,1
138,127,1
139,127,1
140,127,1
141,127,1
142,127,1
143,127,1
144,127,1
145,127,1
146,127,1
147,127,1
148,127,1
149,127,1
150,127,1
151,127,1
152,127,1
153,127,1
154,127,1
155,127,1
156,127,1
157,127,1
117,128,1
118,128,1
119,128,1
120,128,1
121,128,1
122,128,1
123,128,1
124,128,1
125,128,1
126,128,1
127,128,1
128,128,1
129,128,1
130,128,1
131,128,1
132,128,1
133,128,1
134,128,1
135,128,1
136,128,1
137,128,1
138,128,1
139,128,1
140,128,1
141,128,1
142,128,1
143,128,1
144,128,1
145,128,1
146,128,1
147,128,1
148,128,1
149,128,1
150,128,1
151,128,1
152,128,1
153,128,1
154,128,1
155,128,1
156,128,1
157,128,1
117,129,1
118,129,1
119,129,1
120,129,1
121,129,1
122,129,1
123,129,1
124,129,1
125,129,1
126,129,1
127,129,1
128,129,1
129,129,1
130,129,1
131,129,1
132,129,1
133,129,1
134,129,1
135,129,1
136,129,1
137,129,1
138,129,1
139,129,1
140,129,1
141,129,1
142,129,1
143,129,1
144,129,1
145,129,1
146,129,1
147,129,1
148,129,1
149,129,1
150,129,1
151,129,1
152,129,1
153,129,1
154,129,1
155,129,1
156,129,1
157,129,1
117,130,1
118,130,1
119,130,1
120,130,1
121,130,1
122,130,1
123,130,1
124,130,1
125,130,1
126,130,1
127,130,1
128,130,1
129,130,1
130,130,1
131,130,1
132,130,1
133,130,1
134,130,1
135,130,1
136,130,1
137,130,1
138,130,1
139,130,1
140,130,1
141,130,1
142,130,1
143,130,1
144,130,1
145,130,1
146,130,1
147,130,1
148,130,1
149,130,1
150,130,1
151,130,1
152,130,1
153,130,1
154,130,1
155,130,1
156,130,1
157,130,1
158,130,1
116,131,1
117,131,1
118,131,1
119,131,1
120,131,1
121,131,1
122,131,1
123,131,1
124,131,1
125,131,1
126,131,1
127,131,1
128,131,1
129,131,1
130,131,1
131,131,1
132,131,1
133,131,1
134,131,1
135,131,1
136,131,1
137,131,1
138,131,1
139,131,1
140,131,1
141,131,1
142,131,1
143,131,1
144,131,1
145,131,1
146,131,1
147,131,1
148,131,1
149,131,1
150,131,1
151,131,1
152,131,1
153,131,1
154,131,1
155,131,1
156,131,1
157,131,1
158,131,1
116,132,1
117,132,1
118,132,1
119,132,1
120,132,1
121,132,1
122,132,1
123,132,1
124,132,1
125,132,1
126,132,1
127,132,1
128,132,1
129,132,1
130,132,1
131,132,1
132,132,1
133,132,1
134,132,1
135,132,1
136,132,1
137,132,1
138,132,1
139,132,1
140,132,1
141,132,1
142,132,1
143,132,1
144,132,1
145,132,1
146,132,1
147,132,1
148,132,1
149,132,1
150,132,1
151,132,1
152,132,1
153,132,1
154,132,1
155,132,1
156,132,1
157,132,1
158,132,1
116,133,1
117,133,1
118,133,1
119,133,1
120,133,1
121,133,1
122,133,1
123,133,1
124,133,1
125,133,1
126,133,1
127,133,1
128,133,1
129,133,1
130,133,1
131,133,1
132,133,1
133,133,1
134,133,1
135,133,1
136,133,1
137,133,1
138,133,1
139,133,1
140,133,1
141,133,1
142,133,1
143,133,1
144,133,1
145,133,1
146,133,1
147,133,1
148,133,1
149,133,1
150,133,1
151,133,1
152,133,1
153,133,1
154,133,1
155,133,1
156,133,1
157,133,1
158,133,1
159,133,1
115,134,1
116,134,1
117,134,1
118,134,1
119,134,1
120,134,1
121,134,1
122,134,1
123,134,1
124,134,1
125,134,1
126,134,1
127,134,1
128,134,1
129,134,1
130,134,1
131,134,1
132,134,1
133,134,1
134,134,1
135,134,1
136,134,1
137,134,1
138,134,1
139,134,1
140,134,1
141,134,1
142,134,1
143,134,1
144,134,1
145,134,1
146,134,1
147,134,1
148,134,1
149,134,1
150,134,1
151,134,1
152,134,1
153,134,1
154,134,1
155,134,1
156,134,1
157,134,1
158,134,1
159,134,1
115,135,1
116,135,1
117,135,1
118,135,1
119,135,1
120,135,1
121,135,1
122,135,1
123,135,1
124,135,1
125,135,1
126,135,1
127,135,1
128,135,1
129,135,1
130,135,1
131,135,1
132,135,1
133,135,1
134,135,1
135,135,1
136,135,1
137,135,1
138,135,1
139,135,1
140,135,1
141,135,1
142,135,1
143,135,1
144,135,1
145,135,1
146,135,1
147,135,1
148,135,1
149,135,1
150,135,1
151,135,1
152,135,1
153,135,1
154,135,1
155,135,1
156,135,1
157,135,1
158,135,1
159,135,1
115,136,1
116,136,1
117,136,1
118,136,1
119,136,1
120,136,1
121,136,1
122,136,1
123,136,1
124,136,1
125,136,1
126,136,1
127,136,1
128,136,1
129,136,1
130,136,1
131,136,1
132,136,1
133,136,1
134,136,1
135,136,1
136,136,1
137,136,1
138,136,1
139,136,1
140,136,1
141,136,1
142,136,1
143,136,1
144,136,1
145,136,1
146,136,1
147,136,1
148,136,1
149,136,1
150,136,1
151,136,1
152,136,1
153,136,1
154,136,1
155,136,1
156,136,1
157,136,1
158,136,1
159,136,1
160,136,1
114,137,1
115,137,1
116,137,1
117,137,1
118,137,1
119,137,1
120,137,1
121,137,1
122,137,1
123,137,1
124,137,1
125,137,1
126,137,1
127,137,1
128,137,1
129,137,1
130,137,1
131,137,1
132,137,1
133,137,1
134,137,1
135,137,1
136,137,1
137,137,1
138,137,1
139,137,1
140,137,1
141,137,1
142,137,1
143,137,1
144,137,1
145,137,1
146,137,1
147,137,1
148,137,1
149,137,1
150,137,1
151,137,1
152,137,1
153,137,1
154,137,1
155,137,1
156,137,1
157,137,1
158,137,1
159,137,1
160,137,1
114,138,1
115,138,1
116,138,1
117,138,1
118,138,1
119,138,1
120,138,1
121,138,1
122,138,1
123,138,1
124,138,1
125,138,1
126,138,1
127,138,1
128,138,1
129,138,1
130,138,1
131,138,1
132,138,1
133,138,1
134,138,1
135,138,1
136,138,1
137,138,1
138,138,1
139,138,1
140,138,1
141,138,1
142,138,1
143,138,1
144,138,1
145,138,1
146,138,1
147,138,1
148,138,1
149,138,1
150,138,1
151,138,1
152,138,1
153,138,1
154,138,1
155,138,1
156,138,1
157,138,1
158,138,1
159,138,1
160,138,1
114,139,1
115,139,1
116,139,1
117,139,1
118,139,1
119,139,1
120,139,1
121,139,1
122,139,1
123,139,1
124,139,1
125,139,1
126,139,1
127,139,1
128,139,1
129,139,1
130,139,1
131,139,1
132,139,1
133,139,1
134,139,1
135,139,1
136,139,1
137,139,1
138,139,1
139,139,1
140,139,1
141,139,1
142,139,1
143,139,1
144,139,1
145,139,1
146,139,1
147,139,1
148,139,1
149,139,1
150,139,1
151,139,1
152,139,1
153,139,1
154,139,1
155,139,1
156,139,1
157,139,1
158,139,1
159,139,1
160,139,1
161,139,1
113,140,1
114,140,1
115,140,1
116,140,1
117,140,1
118,140,1
119,140,1
120,140,1
121,140,1
122,140,1
123,140,1
124,140,1
125,140,1
126,140,1
127,140,1
128,140,1
129,140,1
130,140,1
131,140,1
132,140,1
133,140,1
134,140,1
135,140,1
136,140,1
137,140,1
138,140,1
139,140,1
140,140,1
141,140,1
142,140,1
143,140,1
144,140,1
145,140,1
146,140,1
147,140,1
148,140,1
149,140,1
150,140,1
151,140,1
152,140,1
153,140,1
154,140,1
155,140,1
156,140,1
157,140,1
158,140,1
159,140,1
160,140,1
161,140,1
113,141,1
114,141,1
115,141,1
116,141,1
117,141,1
118,141,1
119,141,1
120,141,1
121,141,1
122,141,1
123,141,1
124,141,1
125,141,1
126,141,1
127,141,1
128,141,1
129,141,1
130,141,1
131,141,1
132,141,1
133,141,1
134,141,1
135,141,1
136,141,1
137,141,1
138,141,1
139,141,1
140,141,1
141,141,1
142,141,1
143,141,1
144,141,1
145,141,1
146,141,1
147,141,1
148,141,1
149,141,1
150,141,1
151,141,1
152,141,1
153,141,1
154,141,1
155,141,1
156,141,1
157,141,1
158,141,1
159,141,1
160,141,1
161,141,1
113,142,1
114,142,1
115,142,1
116,142,1
117,142,1
118,142,1
119,142,1
120,142,1
121,142,1
122,142,1
123,142,1
124,142,1
125,142,1
126,142,1
127,142,1
128,142,1
129,142,1
130,142,1
131,142,1
132,142,1
133,142,1
134,142,1
135,142,1
136,142,1
137,142,1
138,142,1
139,142,1
140,142,1
141,142,1
142,142,1
143,142,1
144,142,1
145,142,1
146,142,1
147,142,1
148,142,1
149,142,1
150,142,1
151,142,1
152,142,1
153,142,1
154,142,1
155,142,1
156,142,1
157,142,1
158,142,1
159,142,1
160,142,1
161,142,1
162,142,1
112,143,1
113,143,1
114,143,1
115,143,1
116,143,1
117,143,1
118,143,1
119,143,1
120,143,1
121,143,1
122,143,1
123,143,1
124,143,1
125,143,1
126,143,1
127,143,1
128,143,1
129,143,1
130,143,1
131,143,1
132,143,1
133,143,1
134,143,1
135,143,1
136,143,1
137,143,1
138,143,1
139,143,1
140,143,1
141,143,1
142,143,1
143,143,1
144,143,1
145,143,1
146,143,1
147,143,1
148,143,1
149,143,1
150,143,1
151,143,1
152,143,1
153,143,1
154,143,1
155,143,1
156,143,1
157,143,1
158,143,1
159,143,1
160,143,1
161,143,1
162,143,1
112,144,1
113,144,1
114,144,1
115,144,1
116,144,1
117,144,1
118,144,1
119,144,1
120,144,1
121,144,1
122,144,1
123,144,1
124,144,1
125,144,1
126,144,1
127,144,1
128,144,1
129,144,1
130,144,1
131,144,1
132,144,1
133,144,1
134,144,1
135,144,1
136,144,1
137,144,1
138,144,1
139,144,1
140,144,1
141,144,1
142,144,1
143,144,1
144,144,1
145,144,1
146,144,1
147,144,1
148,144,1
149,144,1
150,144,1
151,144,1
152,144,1
153,144,1
154,144,1
155,144,1
156,144,1
157,144,1
158,144,1
159,144,1
160,144,1
161,144,1
162,144,1
112,145,1
113,145,1
114,145,1
115,145,1
116,145,1
117,145,1
118,145,1
119,145,1
120,145,1
121,145,1
122,145,1
123,145,1
124,145,1
125,145,1
126,145,1
127,145,1
128,145,1
129,145,1
130,145,1
131,145,1
132,145,1
133,145,1
134,145,1
135,145,1
136,145,1
137,145,1
138,145,1
139,145,1
140,145,1
141,145,1
142,145,1
143,145,1
144,145,1
145,145,1
146,145,1
147,145,1
148,145,1
149,145,1
150,145,1
151,145,1
152,145,1
153,145,1
154,145,1
155,145,1
156,145,1
157,145,1
158,145,1
159,145,1
160,145,1
161,145,1
162,145,1
163,145,1
111,146,1
112,146,1
113,146,1
114,146,1
115,146,1
116,146,1
117,146,1
118,146,1
119,146,1
120,146,1
121,146,1
122,146,1
123,146,1
124,146,1
125,146,1
126,146,1
127,146,1
128,146,1
129,146,1
130,146,1
131,146,1
132,146,1
133,146,1
134,146,1
135,146,1
136,146,1
137,146,1
138,146,1
139,146,1
140,146,1
141,146,1
142,146,1
143,146,1
144,146,1
145,146,1
146,146,1
147,146,1
148,146,1
149,146,1
150,146,1
151,146,1
152,146,1
153,146,1
154,146,1
155,146,1
156,146,1
157,146,1
158,146,1
159,146,1
160,146,1
161,146,1
162,146,1
163,146,1
111,147,1
112,147,1
113,147,1
114,147,1
115,147,1
116,147,1
117,147,1
118,147,1
119,147,1
120,147,1
121,147,1
122,147,1
123,147,1
124,147,1
125,147,1
126,147,1
127,147,1
128,147,1
129,147,1
130,147,1
131,147,1
132,147,1
133,147,1
134,147,1
135,147,1
136,147,1
137,147,1
138,147,1
139,147,1
140,147,1
141,147,1
142,147,1
143,147,1
144,147,1
145,147,1
146,147,1
147,147,1
148,147,1
149,147,1
150,147,1
151,147,1
152,147,1
153,147,1
154,147,1
155,147,1
156,147,1
157,147,1
158,147,1
159,147,1
160,147,1
161,147,1
162,147,1
163,147,1
111,148,1
112,148,1
113,148,1
114,148,1
115,148,1
116,148,1
117,148,1
118,148,1
119,148,1
120,148,1
121,148,1
122,148,1
123,148,1
124,148,1
125,148,1
126,148,1
127,148,1
128,148,1
129,148,1
130,148,1
131,148,1
132,148,1
133,148,1
134,148,1
135,148,1
136,148,1
137,148,1
138,148,1
139,148,1
140,148,1
141,148,1
142,148,1
143,148,1
144,148,1
145,148,1
146,148,1
147,148,1
148,148,1
149,148,1
150,148,1
151,148,1
152,148,1
153,148,1
154,148,1
155,148,1
156,148,1
157,148,1
158,148,1
159,148,1
160,148,1
161,148,1
162,148,1
163,148,1
164,148,1
110,149,1
111,149,1
112,149,1
113,149,1
114,149,1
115,149,1
116,149,1
117,149,1
118,149,1
119,149,1
120,149,1
121,149,1
122,149,1
123,149,1
124,149,1
125,149,1
126,149,1
127,149,1
128,149,1
129,149,1
130,149,1
131,149,1
132,149,1
133,149,1
134,149,1
135,149,1
136,149,1
137,149,1
138,149,1
139,149,1
140,149,1
141,149,1
142,149,1
143,149,1
144,149,1
145,149,1
146,149,1
147,149,1
148,149,1
149,149,1
150,149,1
151,149,1
152,149,1
153,149,1
154,149,1
155,149,1
156,149,1
157,149,1
158,149,1
159,149,1
160,149,1
161,149,1
162,149,1
163,149,1
164,149,1
110,150,1
111,150,1
112,150,1
113,150,1
114,150,1
115,150,1
116,150,1
117,150,1
118,150,1
119,150,1
120,150,1
121,150,1
122,150,1
123,150,1
124,150,1
125,150,1
126,150,1
127,150,1
128,150,1
129,150,1
130,150,1
131,150,1
132,150,1
133,150,1
134,150,1
135,150,1
136,150,1
137,150,1
138,150,1
139,150,1
140,150,1
141,150,1
142,150,1
143,150,1
144,150,1
145,150,1
146,150,1
147,150,1
148,150,1
149,150,1
150,150,1
151,150,1
152,150,1
153,150,1
154,150,1
155,150,1
156,150,1
157,150,1
